,97_number_of_customers_in_store,268_number_fridges,104_how_many_shelves_does_the_micro_retailer_have,2_current_permanent_employees,4_number_permanent_employees_last_year,103_number_own_fridges,145_number_direct_competitors,24_burnout,272_card_days_receive_money,276_expected_days_informal_credit,36_credit_default_rate,315_frequency_topups,316_frequency_utility_bills,317_home_deliveries,62_frequency_only_services,78_number_home_deliveries_week,172_supplier_frequency,228_store_name,232_type_of_store,108_does_the_micro_retailer_has_a_barred_window_,99_does_the_micro_retailer_exhibits_products_outside_,102_does_the_micro_retailer_sells_fresh_products_,184_store_devices,hola_somos_estudiantes_del_tec_de_monterrey_estamos_realiz,le_comento_que_toda_esta_informacin_es_confidencial,233_date_establishment,5_change_store_space_last_year,6_change_employees_average_salary_last_year,20_reviews_finances_monthly,49_inventory_records,18_sales_records,155_sales_registers_used_for,19_tax_id,310_burnout,186_internet_connection,210_sales_channels,189_payment_methods,28_prefered_payment_method,31_different_prices_payment_method,269_cash_discount,270_card_extra_charge,30_payment_methods_large_purchases,214_customer_relationship_tools,33_credit_to_customers,35_interest_rate,38_average_margin_profits,193_sales_planning_tools,227_agreement_ecommerce_platforms,60_services,77_delivery_timeslots,79_delivery_vehicle,64_comission_services,66_percentaje_services_income,69_why_not_services,311_topups,312_payment_of_utilities,313_home_deliveries,314_reception_delivery_packages,42_willingness_share_inventory_data_suppliers,44_willingness_inventory_management_suppliers,45_willingness_reorder_suppliers,46_willingness_reorder_suppliers_variety,47_willingness_reorder_suppliers_lower_prices,43_willingness_share_sales_data_suppliers,58_willingness_share_sales_data_mse,59_willingness_share_sales_data_mse_better_prices,185_place_orders_suppliers,53_special_conditions_suppliers,278_credit_interest,192_procurement_planning_tools,277_payment_method_suppliers,56_procurement_changes_pandemic,279_changes_procurement_pandemic,157_frequency_organize_shelves,158_charact_organize_products_on_shelves,161_actions_stockouts,162_inventory_extra_space,249_technology_training,250_technology_investment_operations,251_technology_investment_customers,254_technology_roadmap,260_technology_scalable,261_technology_organization,262_technology_serve_customers,263_technology_secure_sales,264_technology_budget,267_technology_investment_customer_preferences,234_willingness_participate_workshop
61,0,0.0,3,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Axolote ,Handmade products ,yes,yes,no,"POS system (i.e. computer + bar code scanner + printer),Smartphone",no,yes,2022-09-02,No cambió,No cambió,yes,En Excel,"Aplicación móvil (i.e. App) + smartphone,Software especializado + computadora",No los uso,no,no,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Tarjeta de débito y/o crédito,,,0,,Aplicación móvil,no,no,40%,"Excel,Software especializado",yes,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,60,no lo vale,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,0,Cuaderno,Efectivo,no,Disminuir la frecuencia de pedidos,Semanalmente,Ninguna ,Perder la venta,50% +,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,no
62,1,0.0,3,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Deportes Jano,Sports,yes,yes,no,Smartphone,no,no,2022-09-02,No cambió,No cambió,yes,En Excel,"Aplicación móvil (i.e. App) + smartphone,Software especializado + computadora",No los uso,no,no,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Tarjeta de débito y/o crédito,,,0,,Aplicación móvil,no,no,40%,"Excel,Software especializado",yes,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,60,no lo vale,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,0,Cuaderno,Efectivo,no,Disminuir la frecuencia de pedidos,Semanalmente,Ninguna ,Perder la venta,50% +,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,no
63,2,1.0,1,0.0,0.0,2.5,1.0,4.2,1.0,14.2,1.6,2.0,28.5,13.6,2.0,2.0,2.0,In graph ,Copias y servicio computadoras  ,no,no,no,"POS system (i.e. computer + bar code scanner + printer),Smartphone",yes,yes,1998-04-03,Disminuyó 15%,No cambió,yes,En Excel,En Excel,No los uso,yes,yes,yes,WhatsApp,Efectivo,Tarjeta de débito y/o crédito,,,0,,Aplicación móvil,no,no,40%,Excel,no,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,6%+,60,no lo vale,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Mensajería instantánea (e.g. WhatsApp),Crédito,0,Cuaderno,Efectivo,yes,Disminuir la frecuencia de pedidos,Semanalmente,Ninguna ,Perder la venta,50% +,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,yes
64,0,0.0,3,2.1,1.9,2.5,3.8,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Camote azul ,Objetos tradicionales,no,no,no,"Analog cash register,POS system (i.e. computer + bar code scanner + printer)",no,yes,1998-04-03,Disminuyó 15%,No cambió,yes,En Excel,En Excel,No los uso,yes,yes,yes,WhatsApp,Efectivo,Tarjeta de débito y/o crédito,,,0,,Aplicación móvil,no,no,30%,Excel,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,6%+,60,no lo vale,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En persona,nada,0,Ninguna,Efectivo,yes,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,Ninguna ,Perder la venta,50% +,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,yes
65,0,0.0,4,0.0,0.0,2.5,7.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,1.0,Joyeria catedral,joyeria,no,no,no,no tiene,yes,yes,2016-11-04,No cambió,0,yes,En papel,En papel,No los uso,yes,no,no,no,"Efectivo,Tarjeta de débito y/o crédito",Tarjeta de débito y/o crédito,,,0,,Ninguna,no,no,30%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,6%+,60,no lo vale,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En persona,nada,0,Ninguna,Efectivo,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Quincenalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",apuntar,0,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,no
66,4,1.0,6,0.0,0.0,0.0,0.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,1.0,Dulceria lili,dulceria,no,no,yes,no,yes,yes,1961-08-21,Aumentó 50% o más,Aumentó 50% o más,no,En papel,En papel,No los uso,yes,no,yes,no,Efectivo,Tarjeta de débito y/o crédito,,,0,,Aplicación móvil,no,no,5%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,6%+,60,mo lo vale,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,En persona,Pago de contado,0,Ninguna,Efectivo,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Refrigeración",Perder la venta,20%,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,no
67,1,0.0,2,4.0,4.0,2.5,5.0,1.0,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,1.0,Alexander collection,Ropa,no,no,no,Analog cash register,yes,yes,2000-04-03,No cambió,Aumentó 15%,yes,En papel,En papel,No los uso,yes,yes,yes,Página web propia,"Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Tarjeta de débito y/o crédito,,,0,,Redes sociales,no,no,30%,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,6%+,60,"Es muy caro,No creo que represente grandes ingresos,pérdidas ",Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Mensaje de texto (SMS),Crédito,0,Cuaderno,Efectivo,yes,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Tamaño",Ofrecer un producto sustituto,10%,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,yes
68,3,0.0,10,50.0,45.0,2.5,8.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,100.0,2.0,1.0,Chicago Tenis,ropa deportiva,no,no,no,"Analog cash register,Dataphone (i.e. card payments),POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",yes,yes,1984-11-01,No cambió,No cambió,yes,En Excel,Software especializado + computadora,No los uso,yes,no,yes,"Página web propia,Redes sociales (e.g. Facebook, Instagram)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Tarjeta de débito y/o crédito,,,0,,Aplicación móvil,no,no,10%,Cuaderno,no,venta,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,60,no es requerido ,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,empresa,Crédito,3-5%,Excel,Transferencia interbancaria,no,Disminuir la cantidad del pedido,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,10%,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,no
69,5,3.0,0,3.0,0.0,2.0,3.0,4.2,1.0,30.0,2.0,9.0,28.5,13.6,10.5,2.0,3.0,Big Ballz,Micro-restaurant (aka. fondita),yes,yes,yes,"Dataphone (i.e. card payments),Security cameras,Smartphone",yes,yes,2022-03-20,Disminuyó 15%,Aumentó 25%,no,En papel,Software especializado + computadora,No los uso,yes,no,yes,"Aplicación móvil (e.g. Rappi, Uber Eats)","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Tarjeta de débito y/o crédito,,,0,,"Aplicación móvil,Redes sociales",yes,no,30%,Ninguna,yes,Entrega a domicilio,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,26-30%,no es requerido ,Totalmente de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,"En persona,Llamada telefónica,Mensajería instantánea (e.g. WhatsApp)",Crédito,3-5%,"Cuaderno,Excel,Software especializado","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",no,Disminuir la cantidad del pedido,Semanalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Solicitar tiempo al cliente para conseguir el producto,10%,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,De acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,no
70,9,6.0,0,4.0,4.0,5.0,5.0,4.2,1.0,14.2,1.6,9.0,28.5,100.0,50.0,2.0,7.0,Crudopolis,Cafeteria,no,yes,yes,"Dataphone (i.e. card payments),Security cameras,Smartphone",yes,yes,2021-03-10,Aumentó 50% o más,Aumentó 25%,yes,En Excel,Software especializado + computadora,No los uso,no,no,yes,"Aplicación móvil (e.g. Rappi, Uber Eats)","Efectivo,Tarjeta de débito y/o crédito",Tarjeta de débito y/o crédito,,,0,,Aplicación móvil,no,no,45%,Software especializado,yes,Entrega a domicilio,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,26-30%,no es requerido ,Totalmente de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,"En persona,Llamada telefónica,Mensajería instantánea (e.g. WhatsApp)",Crédito,1-2%,"Cuaderno,Excel,Software especializado","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",no,Disminuir la cantidad del pedido,Quincenalmente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Refrigeración","Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",30%,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,no
71,1,0.0,10,0.0,0.0,2.5,1.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,3.0,Ferretería Flores,Ferretería,yes,no,no,"Analog cash register,Security cameras,Smartphone",yes,yes,2012-11-08,No cambió,No cambió,yes,En papel,En papel,No los uso,no,no,yes,"Aplicación móvil (e.g. Rappi, Uber Eats)",Efectivo,Tarjeta de débito y/o crédito,,,0,,Cuaderno,yes,no,25%,"Cuaderno,Ninguna",no,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,no es requerido ,Totalmente en desacuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,"En persona,Mensaje de texto (SMS)",Recompra,1-2%,Cuaderno,Efectivo,no,Disminuir la cantidad del pedido,Diariamente,Tamaño,"Informar al proveedor,Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",10%,Totalmente de acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,yes
72,1,5.0,8,1.0,1.0,2.0,4.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,2.0,Miscelánea Gaby,Grocery store (aka. nanostore),no,no,yes,Smartphone,yes,yes,2019-07-07,No cambió,No cambió,yes,No lo hago,No lo hago,No los uso,no,no,yes,"Llamada a Teléfono celular,WhatsApp","Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Tarjeta de débito y/o crédito,,,0,,"Aplicación móvil,Ninguna",no,no,25%,"Cuaderno,Ninguna",no,Recarga telefónica,Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,1%,1-5%,no es requerido ,Totalmente en desacuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,"En persona,Llamada telefónica,Mensajería instantánea (e.g. WhatsApp)",Recompra,1-2%,Ninguna,Efectivo,yes,Disminuir la cantidad del pedido,Diariamente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Frecuencia de venta,Tamaño","Informar al proveedor,Solicitar tiempo al cliente para conseguir el producto",10%,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,En desacuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,yes
73,2,0.0,1,2.0,4.0,2.5,1.0,4.2,1.0,14.2,1.6,5.0,28.5,2.0,5.0,3.0,2.0,Papelería Fher Ali,Papelería ,no,no,no,"Analog cash register,POS system (i.e. computer + bar code scanner + printer),Security cameras,Smartphone",yes,yes,1997-11-08,Disminuyó 15%,Aumentó 15%,yes,Software especializado + computadora,Software especializado + computadora,No los uso,yes,no,yes,"Redes sociales (e.g. Facebook, Instagram)","Efectivo,Transferencia interbancaria",Tarjeta de débito y/o crédito,,,0,,"Aplicación móvil,Redes sociales",no,no,15%,Ninguna,no,"Entrega a domicilio,Recarga telefónica,Recepción y entrega de paquetes (e.g. Amazon, Mercado Libre)",Tarde (12:00 - 7:00 pm),El cliente los recoge en tienda,5%,1-5%,no es requerido ,Totalmente en desacuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,En persona,Recompra,0,Cuaderno,Efectivo,yes,Disminuir la cantidad del pedido,Semanalmente,Margen de utilidad,"Informar al proveedor,Solicitar tiempo al cliente para conseguir el producto",10%,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Totalmente de acuerdo,yes
74,2,2.0,5,0.0,0.0,2.5,20.0,4.2,1.0,14.2,1.6,9.0,28.5,13.6,10.5,2.0,2.0,Marina,Grocery store (aka. nanostore),no,no,yes,ninguno,yes,yes,2022-11-08,No cambió,No cambió,no,En papel,En papel,No los uso,yes,no,no,"Redes sociales (e.g. Facebook, Instagram)",Efectivo,Tarjeta de débito y/o crédito,,,0,,publicidades ,no,no,30%,Ninguna,no,Ninguno,Tarde (12:00 - 7:00 pm),Automóvil,5%,1-5%,no es requerido ,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,En persona,ninguno,0,Ninguna,Efectivo,no,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Mensualmente,Precio,"Informar al proveedor,Ofrecer un producto sustituto",0,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,yes
75,0,0.0,0,0.0,0.0,2.5,3.0,6.0,1.0,14.2,1.6,9.0,28.5,0.0,0.0,2.0,1.0,Floristería Lupita,floristería ,no,yes,no,no cuenta con dispositivos ,yes,yes,2017-11-08,No cambió,No cambió,no,No lo hago,En papel,No los uso,yes,yes,no,"Redes sociales (e.g. Facebook, Instagram)",Efectivo,Tarjeta de débito y/o crédito,,,0,,Aplicación móvil,no,no,20%,Ninguna,no,Entrega a domicilio,Tarde (12:00 - 7:00 pm),Automóvil,1%,1-5%,"No conozco los servicios,No quiero involucrarme con la tecnología",Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,En persona,ninguno,0,Ninguna,Efectivo,no,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Diariamente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.)",Perder la venta,20%,De acuerdo,En desacuerdo,En desacuerdo,Totalmente en desacuerdo,En desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,yes
76,0,0.0,3,0.0,0.0,2.5,1.0,7.0,1.0,30.0,2.0,0.0,28.5,0.0,0.0,2.0,1.0,Copias ,Papelería ,no,no,no,"POS system (i.e. computer + bar code scanner + printer),Smartphone",yes,yes,2022-10-07,No cambió,No cambió,no,En papel,En papel,No los uso,yes,yes,yes,"Redes sociales (e.g. Facebook, Instagram),WhatsApp","Efectivo,Tarjeta de débito y/o crédito",Tarjeta de débito y/o crédito,,,0,,Aplicación móvil,yes,no,20%,Catálogo ,no,"Entrega a domicilio,Recarga telefónica",Tarde (12:00 - 7:00 pm),Automóvil,5%,0,"No conozco los servicios,No quiero involucrarme con la tecnología",Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo en desacuerdo,Algo de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Página web del proveedor,"Crédito,Descuento por compras anticipadas",0,catálogo ,Efectivo,yes,"Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Diariamente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Frecuencia de venta,Precio",Informar al proveedor,30%,En desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,yes
77,3,4.0,12,3.0,2.0,5.0,1.0,4.2,0.0,14.2,1.6,1.0,28.5,1.0,1.0,2.0,3.0,Recaudattán,Grocery store (aka. nanostore),yes,yes,yes,Pesa y calculadora,yes,yes,2022-11-04,No cambió,Aumentó 15%,yes,"En Excel,En papel",En papel,No los uso,yes,no,yes,Llamada a Teléfono celular,"Efectivo,Tarjeta de débito y/o crédito,Transferencia interbancaria",Tarjeta de débito y/o crédito,,,0,,"Aplicación móvil,Redes sociales",no,no,50% +,"Cuaderno,Excel",no,"Entrega a domicilio,Recarga telefónica",Tarde (12:00 - 7:00 pm),Automóvil,1%,1-5%,"No conozco los servicios,No quiero involucrarme con la tecnología",Algo de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Algo de acuerdo,En persona,"Consignación,Descuento por compras anticipadas",0,Cuaderno,Efectivo,yes,Ninguna de las anteriores,Diariamente,"Categoría (e.g. limpieza, aseo personal, comestibles, lácteos, etc.),Frecuencia de venta,Refrigeración,Tamaño","Ofrecer un producto sustituto,Solicitar tiempo al cliente para conseguir el producto",30%,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,De acuerdo,Totalmente de acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Totalmente de acuerdo,yes
78,1,3.0,7,0.0,0.0,2.5,1.0,7.0,1.0,3.0,5.0,9.0,28.5,13.6,10.5,2.0,3.0,Miscelanea Meche,Grocery store (aka. nanostore),no,no,yes,"Security cameras,Smartphone",yes,yes,1991-01-01,Disminuyó 15%,No cambió,no,No lo hago,En papel,No los uso,yes,yes,yes,Llamada a Teléfono celular,Efectivo,Tarjeta de débito y/o crédito,,,0,,Ninguna,yes,no,10%,Cuaderno,no,Ninguno,Tarde (12:00 - 7:00 pm),Automóvil,1%,1-5%,"No conozco los servicios,No quiero involucrarme con la tecnología",Algo de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,"En persona,Mensajería instantánea (e.g. WhatsApp)",Ninguno,0,Cuaderno,Efectivo,no,"Disminución de la variedad de productos,Disminuir la cantidad del pedido,Disminuir la frecuencia de pedidos",Mensualmente,Frecuencia de venta,Solicitar tiempo al cliente para conseguir el producto,0,Totalmente en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Totalmente en desacuerdo,De acuerdo,no
